method,n_agents,n_resources,makespan,lower_bound,normalized_makespan,scheduler_time_s,wall_time_s,dispatches,mean_utilization,min_utilization,p95_utilization,completed,valid,pattern,seed,unique_fraction,source_file,diagnostic_calls,diagnostic_selected_agents,diagnostic_scanned_agents,diagnostic_feasible_agents,diagnostic_candidate_map_time_s,diagnostic_candidate_reduce_time_s,diagnostic_solver_time_s,diagnostic_packing_time_s,diagnostic_empty_calls,diagnostic_simulation_mode,diagnostic_waves,diagnostic_utilization_by_resource,gate_score,gate_decision
IRLS,1000000,4,19.0,15.0,1.2666666666666666,8.907773021999674,9.34670792199995,32,0.696595012911144,0.6456600431906006,0.733161263493428,1000000,True,correlated_bursts,101,1.0,correlated_bursts_1000000_101_irls.csv,51.0,1000000.0,20392121.0,11270826.0,2.10633342500023,0.2016263459995571,0.6504122390001612,5.6180693249993965,19.0,waves,19.0,"0.70495158,0.73813944,0.64566004,0.69762898",,
OMP,100000,4,17.0,14.0,1.2142857142857142,0.8843368659991029,0.9209699650000402,24,0.7424591039377919,0.6926884191410214,0.8008116577853689,100000,True,complementary,108,1.0,complementary_100000_108_omp.csv,41.0,100000.0,1637389.0,903891.0,0.1549355190013557,0.0175383690016133,0.0168044739998549,0.6738130720009394,17.0,waves,17.0,"0.69974316,0.69268842,0.80600133,0.77140351",,
OLS,100000,4,18.0,13.0,1.3846153846153846,2.594170674000452,2.633700379999937,28,0.6970938800948637,0.6752876623838477,0.7200739629268537,100000,True,complementary,103,1.0,complementary_100000_103_ols.csv,46.0,100000.0,1883226.0,1011601.0,0.174359681000169,0.0196084799990785,1.63082582700099,0.744193185000313,18.0,waves,18.0,"0.70915641,0.67528766,0.68193086,0.72200059",,
OLS,100000,4,21.0,14.0,1.5,2.9594699860003857,3.0002025480002885,26,0.6041944223244039,0.5596254958198562,0.630894365828444,100000,True,correlated_bursts,103,1.0,correlated_bursts_100000_103_ols.csv,47.0,100000.0,2240265.0,1210605.0,0.209756658000515,0.0219264920010573,1.7825204980017588,0.9175695969979644,21.0,waves,21.0,"0.63244505,0.55962550,0.60260000,0.62210714",,
OLS,100000,4,20.0,15.0,1.3333333333333333,2.9843942470015463,3.0242649420001726,27,0.652135859116435,0.594655995468537,0.7213299071117163,100000,True,correlated_bursts,104,1.0,correlated_bursts_100000_104_ols.csv,47.0,100000.0,2155099.0,1148975.0,0.1964585610012363,0.0215345279993925,1.8405557030005184,0.8994024599996919,20.0,waves,20.0,"0.59465600,0.72695303,0.68946552,0.59746889",,
FISTA,100000,4,19.0,15.0,1.2666666666666666,1.5089907190003942,1.5461591400003272,26,0.6701761946347303,0.6207276709458702,0.7364462968861721,100000,True,iid,108,1.0,iid_100000_108_fista.csv,45.0,100000.0,2149080.0,1167082.0,0.2451871869980095,0.0213469949999307,0.2598484220002319,0.9536077189995922,19.0,waves,19.0,"0.62072767,0.62259256,0.69332938,0.74405516",,
IRLS,1000000,4,17.0,14.0,1.2142857142857142,8.97681122300014,9.366063753999924,35,0.746457202060129,0.693701426836874,0.7766263851872004,1000000,True,correlated_bursts,103,1.0,correlated_bursts_1000000_103_irls.csv,52.0,1000000.0,23849272.0,11615171.0,2.150878579999926,0.2090312130001166,0.6637501459999839,5.611767618000158,17.0,waves,17.0,"0.77798039,0.69370143,0.74519332,0.76895367",,
OLS,10000,4,23.0,14.0,1.6428571428571428,1.1159764359967994,1.122681711000041,26,0.5756539822041125,0.5338055904879087,0.6037400818957108,10000,True,correlated_bursts,101,1.0,correlated_bursts_10000_101_ols.csv,49.0,10000.0,227153.0,110839.0,0.0243449720001081,0.0035439940006654,0.8833626529994945,0.1998505299993667,23.0,waves,23.0,"0.58274548,0.60744501,0.53380559,0.57861985",,
OMP,100000,4,19.0,14.0,1.3571428571428572,1.028311271002167,1.064171691999945,27,0.6883901795039679,0.6527733689332427,0.7230401885318212,100000,True,iid,105,1.0,iid_100000_105_omp.csv,46.0,100000.0,1911186.0,1046703.0,0.1829799879997153,0.0201496030003909,0.0183184959992104,0.7821840070005237,19.0,waves,19.0,"0.69175618,0.65277337,0.68047028,0.72856090",,
MP,100000,4,17.0,14.0,1.2142857142857142,0.9659391830009554,1.0012884110001323,24,0.7463578158124988,0.6913020830715871,0.7793400989645486,100000,True,correlated_bursts,103,1.0,correlated_bursts_100000_103_mp.csv,41.0,100000.0,1830892.0,1016988.0,0.1720613450011114,0.0191397470011907,0.0139646520001406,0.7380350579996957,17.0,waves,17.0,"0.78125565,0.69130208,0.74438823,0.76848530",,
OLS,100000,4,19.0,14.0,1.3571428571428572,2.8925097790006475,2.932285613000204,26,0.6781132956542049,0.6502370821005001,0.7168420687342066,100000,True,complementary,100,1.0,complementary_100000_100_ols.csv,45.0,100000.0,1980556.0,1079651.0,0.1892906609996316,0.0204772500014769,1.853592537998793,0.8031828009998208,19.0,waves,19.0,"0.72211986,0.65316165,0.68693460,0.65023708",,
OLS,1000000,4,20.0,15.0,1.3333333333333333,20.675728940999534,21.306918731,35,0.6515426027896195,0.5663460784142097,0.7289453524456113,1000000,True,correlated_bursts,100,1.0,correlated_bursts_1000000_100_ols.csv,55.0,1000000.0,21784423.0,12339109.0,4.205904570999337,0.3966431180006111,7.087600328000008,8.460889399000507,20.0,waves,20.0,"0.74147297,0.64039586,0.56634608,0.65795550",,
OMP,100000,4,17.0,14.0,1.2142857142857142,0.8937088509992464,0.9300254879999555,24,0.7286950160291149,0.7013454570230783,0.770142546261764,100000,True,complementary,107,1.0,complementary_100000_107_omp.csv,41.0,100000.0,1696219.0,929203.0,0.1607293579986617,0.0175590519984325,0.0162190460009696,0.676900309001212,17.0,waves,17.0,"0.70965508,0.72581436,0.77796517,0.70134546",,
MP,10000,4,16.0,14.0,1.1428571428571428,0.1795806790014467,0.1844703060000938,17,0.8171860109540323,0.7459153064668178,0.8683194175486266,10000,True,correlated_bursts,109,1.0,correlated_bursts_10000_109_mp.csv,33.0,10000.0,179231.0,93159.0,0.0192172119986935,0.002830870998423,0.0049889709998751,0.1490954559999409,16.0,waves,16.0,"0.85690093,0.74591531,0.79559336,0.87033445",,
OMP,100000,4,21.0,14.0,1.5,1.0843707920002998,1.1209986389999358,25,0.6171254629579045,0.578231237460091,0.6549413306932488,100000,True,correlated_bursts,102,1.0,correlated_bursts_100000_102_omp.csv,46.0,100000.0,2056387.0,1085164.0,0.1898135959982028,0.0204166090006765,0.0183665010017648,0.8314286600007108,21.0,waves,21.0,"0.65864153,0.59765555,0.63397353,0.57823124",,
OMP,1000000,4,19.0,15.0,1.2666666666666666,7.961007925000786,8.430395814999883,31,0.6574115280786387,0.6015722671194579,0.7630431076517405,1000000,True,correlated_bursts,107,1.0,correlated_bursts_1000000_107_omp.csv,50.0,1000000.0,19683381.0,11384645.0,2.0096223950006333,0.1866501130004962,0.0897070960002111,5.379061314999262,19.0,waves,19.0,"0.60157227,0.78568544,0.63473655,0.60765185",,
MP,1000000,4,19.0,14.0,1.3571428571428572,9.477074974000743,9.872059386000046,35,0.6875983758072666,0.6530899435995838,0.724241670388115,1000000,True,correlated_bursts,105,1.0,correlated_bursts_1000000_105_mp.csv,54.0,1000000.0,22437806.0,13002581.0,2.24120385899937,0.2369278829996801,0.099311849999367,6.606289645000061,19.0,waves,19.0,"0.68840404,0.65308994,0.67833356,0.73056596",,
OLS,1000000,4,20.0,15.0,1.3333333333333333,12.818655367999554,13.21051255800012,34,0.6617652622655869,0.6133770410310706,0.6965032003187567,1000000,True,correlated_bursts,101,1.0,correlated_bursts_1000000_101_ols.csv,54.0,1000000.0,20970318.0,11880679.0,2.0589759579988822,0.216749589000301,4.731347237000364,5.55062381200014,20.0,waves,20.0,"0.66970400,0.70123247,0.61337704,0.66274753",,
FISTA,10000,4,18.0,14.0,1.2857142857142858,0.2279769570009193,0.232749442000113,20,0.7192295999312842,0.6724378186852844,0.7640882140112806,10000,True,correlated_bursts,102,1.0,correlated_bursts_10000_102_fista.csv,38.0,10000.0,198110.0,97517.0,0.0203847819993825,0.0030579550016227,0.0372794649993011,0.1630597870007477,18.0,waves,18.0,"0.76997227,0.70376308,0.73074523,0.67243782",,
MP,100000,4,19.0,14.0,1.3571428571428572,1.173985766999067,1.2101714600003106,30,0.6643055140496033,0.6197738487051244,0.7165156938079617,100000,True,complementary,108,1.0,complementary_100000_108_mp.csv,49.0,100000.0,2414977.0,1203404.0,0.2059730930013756,0.0226483730002655,0.0164316920017881,0.9012026770014928,19.0,waves,19.0,"0.62608598,0.61977385,0.72115909,0.69020314",,
OLS,100000,4,18.0,15.0,1.2,2.5095620400006737,2.5480939379999654,24,0.7245547415452533,0.6607710795349545,0.8022240416019757,100000,True,iid,104,1.0,iid_100000_104_ols.csv,42.0,100000.0,1828244.0,1015442.0,0.1717400830011684,0.0189799770000718,1.5713423419992978,0.7238294390012925,18.0,waves,18.0,"0.66077108,0.80916822,0.76287371,0.66540595",,
MP,100000,4,20.0,14.0,1.4285714285714286,1.046355069999663,1.0827628379997805,25,0.6539282756003935,0.6222371776361465,0.689552393283995,100000,True,correlated_bursts,105,1.0,correlated_bursts_100000_105_mp.csv,45.0,100000.0,2040673.0,1098058.0,0.1875086119985098,0.0200912440004685,0.0148406450011862,0.8004591349999828,20.0,waves,20.0,"0.65197907,0.62223718,0.64531388,0.69618298",,
IRLS,100000,4,20.0,15.0,1.3333333333333333,1.3902943010020865,1.426749066999946,26,0.6655750342243414,0.610460916512847,0.7099235329049151,100000,True,correlated_bursts,106,1.0,correlated_bursts_100000_106_irls.csv,46.0,100000.0,2165547.0,1152947.0,0.2434679950010831,0.0214300780003213,0.1058300450013121,0.9927903229995536,20.0,waves,20.0,"0.61046092,0.65222903,0.71426001,0.68535019",,
FISTA,10000,4,18.0,15.0,1.2,0.2390403119998154,0.2443200170000636,20,0.6937572067920809,0.6339614388783773,0.8020906770414775,10000,True,correlated_bursts,107,1.0,correlated_bursts_10000_107_fista.csv,38.0,10000.0,204224.0,101893.0,0.0215322969997941,0.003102572998614,0.0408013849996677,0.1694685420006862,18.0,waves,18.0,"0.63396144,0.82444900,0.67539349,0.64122489",,
IRLS,100000,4,19.0,15.0,1.2666666666666666,1.2900058889986212,1.355327168000258,29,0.6859252914283465,0.5982295059186534,0.7681705471482297,100000,True,correlated_bursts,100,1.0,correlated_bursts_100000_100_irls.csv,48.0,100000.0,2116967.0,1067909.0,0.2587494560020786,0.0197866900002736,0.0770584790002431,0.8777253390003352,19.0,waves,19.0,"0.78180179,0.67274305,0.59822951,0.69092682",,
OMP,100000,4,19.0,14.0,1.3571428571428572,1.0001765950014487,1.037133007999728,27,0.6883455532635722,0.6549865027748911,0.7258446245094684,100000,True,correlated_bursts,105,1.0,correlated_bursts_100000_105_omp.csv,46.0,100000.0,2068754.0,1045813.0,0.182505602999754,0.0191562020022502,0.0181868089994168,0.7567297259993211,19.0,waves,19.0,"0.68629375,0.65498650,0.67927777,0.73282419",,
MP,10000,4,18.0,15.0,1.2,0.2024508300000889,0.2072524850000263,20,0.6937572067920809,0.6339614388783773,0.8020906770414775,10000,True,correlated_bursts,107,1.0,correlated_bursts_10000_107_mp.csv,38.0,10000.0,204224.0,101893.0,0.0212236679990382,0.0031716959992991,0.0055771329984963,0.1686293010020563,18.0,waves,18.0,"0.63396144,0.82444900,0.67539349,0.64122489",,
IRLS,10000,4,16.0,14.0,1.1428571428571428,0.1899226390028161,0.1946855450000839,19,0.7919985051947335,0.7252037571191787,0.8285675566209852,10000,True,correlated_bursts,103,1.0,correlated_bursts_10000_103_irls.csv,35.0,10000.0,184347.0,88050.0,0.0192902959984166,0.002629664998949,0.0143889339988163,0.1498848300011559,16.0,waves,16.0,"0.83092530,0.72520376,0.79665795,0.81520702",,
OLS,100000,4,22.0,15.0,1.4666666666666666,2.7922570619975886,2.8317262790001223,26,0.5994460190585978,0.5602989108815699,0.6356476017190579,100000,True,complementary,106,1.0,complementary_100000_106_ols.csv,48.0,100000.0,2093301.0,1078875.0,0.1889546329985023,0.0202928709986736,1.7488062289985464,0.8089551789971665,22.0,waves,22.0,"0.56029891,0.60254541,0.64148917,0.59345059",,
IRLS,1000000,4,19.0,15.0,1.2666666666666666,9.82848592599953,10.24207004599998,34,0.6574115280786387,0.6015722671194579,0.7630431076517405,1000000,True,correlated_bursts,107,1.0,correlated_bursts_1000000_107_irls.csv,53.0,1000000.0,23782450.0,12223892.0,2.322851298999467,0.2787660550004602,0.7721321669998815,6.157315425999968,19.0,waves,19.0,"0.60157227,0.78568544,0.63473655,0.60765185",,
FIFO-Windowed,1000000,4,36.0,15.0,2.4,0.0314988499999344,0.0314988499999344,36,,,,1000000,True,correlated_bursts,107,1.0,correlated_bursts_1000000_107_baseline.csv,,,,,,,,,,,,,,
Kahn-FIFO,1000000,4,36.0,15.0,2.4,0.0314988499999344,0.0314988499999344,36,,,,1000000,True,correlated_bursts,107,1.0,correlated_bursts_1000000_107_baseline.csv,,,,,,,,,,,,,,
LangChain-FCFS-policy,1000000,4,36.0,15.0,2.4,0.0314988499999344,0.0314988499999344,36,,,,1000000,True,correlated_bursts,107,1.0,correlated_bursts_1000000_107_baseline.csv,,,,,,,,,,,,,,
LangGraph-FCFS-policy,1000000,4,36.0,15.0,2.4,0.0314988499999344,0.0314988499999344,36,,,,1000000,True,correlated_bursts,107,1.0,correlated_bursts_1000000_107_baseline.csv,,,,,,,,,,,,,,
FIFO-Strict,1000000,4,36.0,15.0,2.4,0.0043995409998842,0.0043995409998842,36,,,,1000000,True,correlated_bursts,107,1.0,correlated_bursts_1000000_107_baseline.csv,,,,,,,,,,,,,,
MP,100000,4,18.0,15.0,1.2,1.0261340140027642,1.06233126799998,26,0.7234426456259356,0.6290132655866058,0.8067166568636585,100000,True,iid,100,1.0,iid_100000_100_mp.csv,44.0,100000.0,2060031.0,1099905.0,0.1875314539988721,0.0207265530016229,0.0148316820004765,0.7780896740009666,18.0,waves,18.0,"0.82057339,0.71598878,0.62901327,0.72819515",,
FIFO-Windowed,100000,4,15.0,15.0,1.0,0.0017593739999028,0.0017593739999028,15,,,,100000,True,iid,106,1.0,iid_100000_106_baseline.csv,,,,,,,,,,,,,,
Kahn-FIFO,100000,4,15.0,15.0,1.0,0.0017593739999028,0.0017593739999028,15,,,,100000,True,iid,106,1.0,iid_100000_106_baseline.csv,,,,,,,,,,,,,,
LangChain-FCFS-policy,100000,4,15.0,15.0,1.0,0.0017593739999028,0.0017593739999028,15,,,,100000,True,iid,106,1.0,iid_100000_106_baseline.csv,,,,,,,,,,,,,,
LangGraph-FCFS-policy,100000,4,15.0,15.0,1.0,0.0017593739999028,0.0017593739999028,15,,,,100000,True,iid,106,1.0,iid_100000_106_baseline.csv,,,,,,,,,,,,,,
FIFO-Strict,100000,4,15.0,15.0,1.0,0.0004676019998441,0.0004676019998441,15,,,,100000,True,iid,106,1.0,iid_100000_106_baseline.csv,,,,,,,,,,,,,,
FISTA,1000000,4,18.0,15.0,1.2,10.509112635999829,10.900507289000188,33,0.7249440784610831,0.6590872554205789,0.8039003480505639,1000000,True,correlated_bursts,104,1.0,correlated_bursts_1000000_104_fista.csv,51.0,1000000.0,21151218.0,11984580.0,2.099634370999638,0.2180367939997722,1.976103057999808,5.921604333999312,18.0,waves,18.0,"0.65908726,0.81048456,0.76658979,0.66361471",,
OMP,100000,4,18.0,13.0,1.3846153846153846,0.9881165780011544,1.0238029739998638,28,0.6970938800948637,0.6752876623838477,0.7200739629268537,100000,True,complementary,103,1.0,complementary_100000_103_omp.csv,46.0,100000.0,1883226.0,1011601.0,0.1734732909994818,0.0194545550002658,0.0177675700006147,0.7539056090013219,18.0,waves,18.0,"0.70915641,0.67528766,0.68193086,0.72200059",,
MP,100000,4,18.0,14.0,1.2857142857142858,1.0892560470001629,1.1279204580000624,27,0.735082591325431,0.6807762428696067,0.7725583812924159,100000,True,correlated_bursts,101,1.0,correlated_bursts_100000_101_mp.csv,45.0,100000.0,2069338.0,1077825.0,0.1918945950001216,0.0206410329988102,0.0154464429983818,0.8361738980015616,18.0,waves,18.0,"0.74438681,0.77752984,0.68077624,0.73763748",,
MP,100000,4,19.0,15.0,1.2666666666666666,1.177927323001768,1.2142031770003996,28,0.6699097923638319,0.6218227876712565,0.7360623754686305,100000,True,correlated_bursts,108,1.0,correlated_bursts_100000_108_mp.csv,47.0,100000.0,2253076.0,1182629.0,0.1993463059993701,0.0218172200020489,0.0162290680004844,0.9146292370014636,19.0,waves,19.0,"0.62252511,0.62182279,0.69133601,0.74395526",,
IRLS,100000,4,19.0,15.0,1.2666666666666666,1.3847634470025696,1.4236548659996515,26,0.6940953904889028,0.6487671599681336,0.736013012516804,100000,True,complementary,106,1.0,complementary_100000_106_irls.csv,45.0,100000.0,2144533.0,1144331.0,0.2499720709979556,0.0214732430017647,0.0869512650010619,0.9809697779992348,19.0,waves,19.0,"0.64876716,0.69768416,0.74277693,0.68715332",,
IRLS,100000,4,18.0,14.0,1.2857142857142858,1.4181991839996044,1.4592052329999206,27,0.7157862565238828,0.6863613644394169,0.7566666281083292,100000,True,complementary,100,1.0,complementary_100000_100_irls.csv,45.0,100000.0,2043943.0,1080743.0,0.2148575989995151,0.0216570520001369,0.0847571349986537,1.0664296969994211,18.0,waves,18.0,"0.76223763,0.68944840,0.72509763,0.68636136",,
OLS,10000,4,20.0,14.0,1.4285714285714286,0.9043398520020672,0.9113351360001616,20,0.6537488087632258,0.5967322451734542,0.6946555340389013,10000,True,correlated_bursts,109,1.0,correlated_bursts_10000_109_ols.csv,40.0,10000.0,187932.0,98966.0,0.0213579709998157,0.0030351640002663,0.707539665999775,0.1682831199996144,20.0,waves,20.0,"0.68552074,0.59673225,0.63647469,0.69626756",,
FIFO-Windowed,10000,4,35.0,15.0,2.333333333333333,0.0003780289998758,0.0003780289998758,35,,,,10000,True,correlated_bursts,108,1.0,correlated_bursts_10000_108_baseline.csv,,,,,,,,,,,,,,
Kahn-FIFO,10000,4,35.0,15.0,2.333333333333333,0.0003780289998758,0.0003780289998758,35,,,,10000,True,correlated_bursts,108,1.0,correlated_bursts_10000_108_baseline.csv,,,,,,,,,,,,,,
LangChain-FCFS-policy,10000,4,35.0,15.0,2.333333333333333,0.0003780289998758,0.0003780289998758,35,,,,10000,True,correlated_bursts,108,1.0,correlated_bursts_10000_108_baseline.csv,,,,,,,,,,,,,,
LangGraph-FCFS-policy,10000,4,35.0,15.0,2.333333333333333,0.0003780289998758,0.0003780289998758,35,,,,10000,True,correlated_bursts,108,1.0,correlated_bursts_10000_108_baseline.csv,,,,,,,,,,,,,,
FIFO-Strict,10000,4,35.0,15.0,2.333333333333333,4.461600019567413e-05,4.461600019567413e-05,35,,,,10000,True,correlated_bursts,108,1.0,correlated_bursts_10000_108_baseline.csv,,,,,,,,,,,,,,
FIFO-Windowed,1000000,4,37.0,15.0,2.466666666666667,0.0326994869999452,0.0326994869999452,37,,,,1000000,True,correlated_bursts,101,1.0,correlated_bursts_1000000_101_baseline.csv,,,,,,,,,,,,,,
Kahn-FIFO,1000000,4,37.0,15.0,2.466666666666667,0.0326994869999452,0.0326994869999452,37,,,,1000000,True,correlated_bursts,101,1.0,correlated_bursts_1000000_101_baseline.csv,,,,,,,,,,,,,,
LangChain-FCFS-policy,1000000,4,37.0,15.0,2.466666666666667,0.0326994869999452,0.0326994869999452,37,,,,1000000,True,correlated_bursts,101,1.0,correlated_bursts_1000000_101_baseline.csv,,,,,,,,,,,,,,
LangGraph-FCFS-policy,1000000,4,37.0,15.0,2.466666666666667,0.0326994869999452,0.0326994869999452,37,,,,1000000,True,correlated_bursts,101,1.0,correlated_bursts_1000000_101_baseline.csv,,,,,,,,,,,,,,
FIFO-Strict,1000000,4,37.0,15.0,2.466666666666667,0.0043923109999468,0.0043923109999468,37,,,,1000000,True,correlated_bursts,101,1.0,correlated_bursts_1000000_101_baseline.csv,,,,,,,,,,,,,,
OMP,1000000,4,19.0,14.0,1.3571428571428572,10.01751616399929,10.416191680999871,38,0.6875983758072666,0.6530899435995838,0.724241670388115,1000000,True,correlated_bursts,105,1.0,correlated_bursts_1000000_105_omp.csv,57.0,1000000.0,22976777.0,13907094.0,2.383456863001129,0.2194892279992473,0.0961563460000434,6.979731539000795,19.0,waves,19.0,"0.68840404,0.65308994,0.67833356,0.73056596",,
OMP,100000,4,20.0,15.0,1.3333333333333333,1.0201600949999374,1.0559006550001868,24,0.6429263033830326,0.5854101032241981,0.7223805291641832,100000,True,complementary,102,1.0,complementary_100000_102_omp.csv,44.0,100000.0,1948359.0,1065321.0,0.1806893090010817,0.0199719099987305,0.0176208210000368,0.7774026880006204,20.0,waves,20.0,"0.73277480,0.58541010,0.66347969,0.59004063",,
OLS,100000,4,17.0,14.0,1.2142857142857142,2.6509314429999904,2.689430454000103,24,0.7424591039377919,0.6926884191410214,0.8008116577853689,100000,True,complementary,108,1.0,complementary_100000_108_ols.csv,41.0,100000.0,1637389.0,903891.0,0.1540579439988505,0.0176736799994614,1.7425716400007332,0.7147151289996145,17.0,waves,17.0,"0.69974316,0.69268842,0.80600133,0.77140351",,
OMP,10000,4,23.0,15.0,1.5333333333333334,0.2640174189991739,0.2691641970000091,24,0.5794641108374665,0.5309977441041366,0.6191485043861901,10000,True,correlated_bursts,106,1.0,correlated_bursts_10000_106_omp.csv,47.0,10000.0,241386.0,124877.0,0.0263496840016159,0.0038978469992798,0.0094885129983595,0.2195679630008271,23.0,waves,23.0,"0.53099774,0.55606858,0.62075712,0.61003299",,
OMP,100000,4,19.0,14.0,1.3571428571428572,1.0273392649987727,1.063645464000274,26,0.682521753217923,0.6399517429560109,0.7255389482519753,100000,True,iid,102,1.0,iid_100000_102_omp.csv,45.0,100000.0,1997553.0,1045265.0,0.1785556589989028,0.0203552470006798,0.0178738830013571,0.7859348169995428,19.0,waves,19.0,"0.72989947,0.65940647,0.70082933,0.63995174",,
FISTA,100000,4,18.0,15.0,1.2,1.4408680849996929,1.4810834849999992,28,0.7234426456259356,0.6290132655866058,0.8067166568636585,100000,True,iid,100,1.0,iid_100000_100_fista.csv,46.0,100000.0,2122999.0,1111141.0,0.2870326919996842,0.0214422190010736,0.1519406259985771,0.9344488930005356,18.0,waves,18.0,"0.82057339,0.71598878,0.62901327,0.72819515",,
OLS,100000,4,21.0,15.0,1.4,2.986049021000781,3.026452360000349,26,0.6205990731970753,0.541255267259734,0.6950114474198269,100000,True,correlated_bursts,100,1.0,correlated_bursts_100000_100_ols.csv,47.0,100000.0,2146282.0,1158308.0,0.2034756000007291,0.0216405339997436,1.854845913000645,0.8790415550006401,21.0,waves,21.0,"0.70734448,0.60867228,0.54125527,0.62512426",,
FISTA,100000,4,19.0,14.0,1.3571428571428572,1.5592283280002448,1.6212593929999457,27,0.6643055140496033,0.6197738487051244,0.7165156938079617,100000,True,complementary,108,1.0,complementary_100000_108_fista.csv,46.0,100000.0,2328061.0,1193338.0,0.2423992079998242,0.022390765000182,0.2782480130013027,0.9872134799998094,19.0,waves,19.0,"0.62608598,0.61977385,0.72115909,0.69020314",,
MP,100000,4,18.0,15.0,1.2,1.0338480210002672,1.0727613799999745,26,0.7245953990182612,0.66072888385393,0.8014776745685737,100000,True,correlated_bursts,104,1.0,correlated_bursts_100000_104_mp.csv,44.0,100000.0,1964037.0,1049590.0,0.1829053239989662,0.0200934330023301,0.0156645639995076,0.7900118290003775,18.0,waves,18.0,"0.66072888,0.80772559,0.76607280,0.66385432",,
MP,100000,4,16.0,14.0,1.1428571428571428,0.9109932380001736,0.945952741000383,23,0.7930714918281883,0.7296058545644084,0.8310097895973871,100000,True,iid,103,1.0,iid_100000_103_mp.csv,39.0,100000.0,1794536.0,996196.0,0.1648238190009578,0.01871307600004,0.0133406449999711,0.6913553270001103,16.0,waves,16.0,"0.83409704,0.72960585,0.79506769,0.81351539",,
MP,100000,4,18.0,15.0,1.2,1.01172364400054,1.0488121849998606,24,0.735367788218635,0.6811581495130503,0.7766272783689764,100000,True,iid,101,1.0,iid_100000_101_mp.csv,42.0,100000.0,1937100.0,1045383.0,0.1767607580000003,0.0198921990013332,0.0141130599995449,0.7763459540010444,18.0,waves,18.0,"0.74157627,0.78281275,0.68115815,0.73592398",,
FIFO-Windowed,1000000,4,35.0,14.0,2.5,0.03088420999984,0.03088420999984,35,,,,1000000,True,correlated_bursts,102,1.0,correlated_bursts_1000000_102_baseline.csv,,,,,,,,,,,,,,
Kahn-FIFO,1000000,4,35.0,14.0,2.5,0.03088420999984,0.03088420999984,35,,,,1000000,True,correlated_bursts,102,1.0,correlated_bursts_1000000_102_baseline.csv,,,,,,,,,,,,,,
LangChain-FCFS-policy,1000000,4,35.0,14.0,2.5,0.03088420999984,0.03088420999984,35,,,,1000000,True,correlated_bursts,102,1.0,correlated_bursts_1000000_102_baseline.csv,,,,,,,,,,,,,,
LangGraph-FCFS-policy,1000000,4,35.0,14.0,2.5,0.03088420999984,0.03088420999984,35,,,,1000000,True,correlated_bursts,102,1.0,correlated_bursts_1000000_102_baseline.csv,,,,,,,,,,,,,,
FIFO-Strict,1000000,4,35.0,14.0,2.5,0.0042834990001665,0.0042834990001665,35,,,,1000000,True,correlated_bursts,102,1.0,correlated_bursts_1000000_102_baseline.csv,,,,,,,,,,,,,,
FIFO-Windowed,100000,4,15.0,15.0,1.0,0.0015091340001163,0.0015091340001163,15,,,,100000,True,iid,100,1.0,iid_100000_100_baseline.csv,,,,,,,,,,,,,,
Kahn-FIFO,100000,4,15.0,15.0,1.0,0.0015091340001163,0.0015091340001163,15,,,,100000,True,iid,100,1.0,iid_100000_100_baseline.csv,,,,,,,,,,,,,,
LangChain-FCFS-policy,100000,4,15.0,15.0,1.0,0.0015091340001163,0.0015091340001163,15,,,,100000,True,iid,100,1.0,iid_100000_100_baseline.csv,,,,,,,,,,,,,,
LangGraph-FCFS-policy,100000,4,15.0,15.0,1.0,0.0015091340001163,0.0015091340001163,15,,,,100000,True,iid,100,1.0,iid_100000_100_baseline.csv,,,,,,,,,,,,,,
FIFO-Strict,100000,4,15.0,15.0,1.0,0.0004220450000502,0.0004220450000502,15,,,,100000,True,iid,100,1.0,iid_100000_100_baseline.csv,,,,,,,,,,,,,,
FIFO-Windowed,100000,4,14.0,14.0,1.0,0.0014779470002395,0.0014779470002395,14,,,,100000,True,complementary,100,1.0,complementary_100000_100_baseline.csv,,,,,,,,,,,,,,
Kahn-FIFO,100000,4,14.0,14.0,1.0,0.0014779470002395,0.0014779470002395,14,,,,100000,True,complementary,100,1.0,complementary_100000_100_baseline.csv,,,,,,,,,,,,,,
LangChain-FCFS-policy,100000,4,14.0,14.0,1.0,0.0014779470002395,0.0014779470002395,14,,,,100000,True,complementary,100,1.0,complementary_100000_100_baseline.csv,,,,,,,,,,,,,,
LangGraph-FCFS-policy,100000,4,14.0,14.0,1.0,0.0014779470002395,0.0014779470002395,14,,,,100000,True,complementary,100,1.0,complementary_100000_100_baseline.csv,,,,,,,,,,,,,,
FIFO-Strict,100000,4,14.0,14.0,1.0,0.0004221050003252,0.0004221050003252,14,,,,100000,True,complementary,100,1.0,complementary_100000_100_baseline.csv,,,,,,,,,,,,,,
IRLS,100000,4,17.0,14.0,1.2142857142857142,1.0940508479980051,1.1558577519999744,25,0.758128271626047,0.6969402738298154,0.8142088133880063,100000,True,complementary,109,1.0,complementary_100000_109_irls.csv,42.0,100000.0,1863840.0,964921.0,0.1805161080010293,0.019065457000579,0.0801891259989133,0.7894897039996067,17.0,waves,17.0,"0.79871252,0.71991684,0.69694027,0.81694345",,
