pool_size,n,norm_mean,norm_std,time_mean,time_std
1024,5,1.0695238095238095,0.002608202654786327,1.4367259177988672,0.024550908858511848
4096,5,1.2238095238095237,0.08171905857966918,0.9502681980012312,0.01869684775396388
16384,5,1.2238095238095237,0.09606781429443828,1.1619596808001007,0.06935418616950956
65536,5,1.181904761904762,0.06720868100715184,4.255478370600213,0.2349331525968194
